time,power_mw,label
120,50.56463829673344,0
121,48.35089881412371,0
122,50.44735726130909,0
123,51.98957884503054,0
124,48.95814821040295,0
125,49.77554818950849,0
126,49.347269672417546,0
127,52.773895592719015,0
128,51.008442135518656,0
129,50.61119275436167,0
130,48.84512588833203,0
131,50.808873786937724,0
132,48.98850100901394,0
133,50.047745837411526,0
134,49.04623088243168,0
135,51.01464994241975,0
136,50.86488622492241,0
137,49.68755186663301,0
138,50.59401006899247,0
139,48.36040773690424,0
140,47.763113610941595,0
141,50.6590875518968,0
142,50.250010243058796,0
143,50.95254715533816,0
144,53.57471716229591,0
145,51.41671923048562,0
146,48.63076666183376,0
147,51.67552443214378,0
148,48.026138884232715,0
149,49.30762309277794,0
150,49.897637592013055,0
151,52.57001408247405,0
152,48.88286776692734,0
153,48.76034219201148,0
154,49.852321213361854,0
155,49.00478257045684,0
156,51.68995388315976,0
157,48.38010273745486,0
158,48.27879702138335,0
159,49.34326993288335,0
160,49.25295132396154,0
161,52.89429808072548,0
162,51.424131210388644,0
163,50.131326862077785,0
164,48.16184672175475,0
165,51.26654446460232,0
166,48.49967697891565,0
167,47.68284335483358,0
168,51.78204468852845,0
169,50.47541391788727,0
170,51.38128823567123,0
171,50.47809147941453,0
172,51.285245917854034,0
173,49.02346161004978,0
174,48.4486357373233,0
175,51.02239177742244,0
176,48.79488550373924,0
177,48.9656753333747,0
178,49.31670124472399,0
179,50.02621873853759,0
180,49.469009133119776,0
181,47.937573059872975,0
182,49.034572395750665,0
183,46.66489527166336,0
184,50.93784717654078,0
185,47.59691351658988,0
186,48.34342499085732,0
187,50.07824761889146,0
188,48.89065550541303,0
189,52.314521893110104,0
190,48.060714635414826,0
191,50.40057630402377,0
192,49.941075772658756,0
193,48.247859753388205,0
194,50.78491499079763,0
195,49.742680503166625,0
196,51.157685826820504,0
197,51.235256230945595,0
198,53.244853923921035,0
199,52.00479192415459,0
200,49.446227243086334,0
201,49.64093123363611,0
202,51.64948939383067,0
203,50.9828955960839,0
204,50.960197289146386,0
205,47.57456593353375,0
206,49.9635108134016,0
207,48.892953636191464,0
208,50.419886898564855,0
209,49.85277441553556,0
210,51.365268362138885,0
211,50.475827322786955,0
212,51.17949194316346,0
213,49.300371354896086,0
214,48.58333061612262,0
215,49.38492546019618,0
216,49.97446937920784,0
217,50.568727603332626,0
218,53.38896342603628,0
219,49.93661427250903,0
220,48.56608249926084,0
221,49.48102733645092,0
222,49.30460603803086,0
223,50.72222221066019,0
224,47.68880447833306,0
225,50.0948929913005,0
226,50.23475980694806,0
227,50.34827155430041,0
228,49.10402589655195,0
229,49.64311740539599,0
230,47.863908636526205,0
231,49.26002017495671,0
232,49.18570778597493,0
233,50.62407506939214,0
234,48.26572635226713,0
235,51.17179715256499,0
236,52.24172681673706,0
237,46.8950224624797,0
238,50.63938809616715,0
239,51.01536205254537,0
240,49.043844461671654,0
241,49.4040922785068,0
242,49.80067913361957,0
243,49.55331368089741,0
244,49.53648054642932,0
245,47.48599429050503,0
246,51.72849734717468,0
247,51.619427888055235,0
248,48.7799536111937,0
249,47.80036350829623,0
250,50.78159731467914,0
251,49.1363180452804,0
252,50.21292974498117,0
253,49.521007374282355,0
254,51.03730812660528,0
255,51.04212371548401,0
256,48.91160393230462,0
257,47.92495406690742,0
258,47.62559240399737,0
259,50.91556906866081,0
260,48.21671111332395,0
261,49.23977546855197,0
262,49.10552894232424,0
263,49.92114905559568,0
264,47.09558029123024,0
265,50.28316789519074,0
266,50.78583653575131,0
267,50.132633130566994,0
268,49.533670742452294,0
269,50.146100249403176,0
270,50.598569518460195,0
271,45.84111086536002,0
272,52.93386846237604,0
273,50.58513998403189,0
274,49.02138712641947,0
275,49.4135699372186,0
276,50.740612666023786,0
277,49.82584409144845,0
278,46.95397329832776,0
279,53.096739292038976,0
280,49.83418901415129,0
281,51.5302590675737,0
282,48.961925228323416,0
283,52.3045655813687,0
284,50.42951553333842,0
285,50.913265751713176,0
286,48.432119950779565,0
287,51.81671793452405,0
288,51.034727246802184,0
289,51.952769344347494,0
290,49.05786866053763,0
291,49.27845932230882,0
292,53.45587504652591,0
293,48.40997626591768,0
294,49.79607544898252,0
295,51.705337043904045,0
296,50.14658745157228,0
297,50.87443051962994,0
298,49.40082645610569,0
299,50.55508383177128,0
300,72.04531435821208,1
301,76.49230065524233,1
302,73.8278585681222,1
303,72.98483732981978,1
304,75.00467925886292,1
305,49.30892031891717,0
306,47.99861229289587,0
307,47.979923741303665,0
308,51.0406597290352,0
309,49.7606398427806,0
310,49.79944766049734,0
311,51.616615708964396,0
312,48.309761286864884,0
313,48.90398337070276,0
314,49.422680286228086,0
315,50.141527383975614,0
316,49.93674282306413,0
317,49.56966921141514,0
318,49.90756039685653,0
319,49.839042085563236,0
320,48.92059341717231,0
321,48.780510517168885,0
322,50.41177453658591,0
323,48.66362737550671,0
324,48.26396711121372,0
325,49.53156162331146,0
326,49.76349947575427,0
327,53.385085245947316,0
328,48.94294958621565,0
329,51.414891087454244,0
330,51.12078250130695,0
331,48.21658256719439,0
332,51.1598794661039,0
333,48.22417903971002,0
334,46.01124164300489,0
335,50.909479286539074,0
336,47.36616412484342,0
337,50.67640169270887,0
338,48.97398365339418,0
339,52.48932619428481,0
340,51.60276409897401,0
341,49.319921294222915,0
342,48.968243583456974,0
343,48.17888389535882,0
344,49.33861605156111,0
345,49.57946675722324,0
346,49.45295968341247,0
347,50.235055782908546,0
348,50.867782246593315,0
349,50.52448168548976,0
350,48.85378411414034,0
351,47.843312789297634,0
352,52.04679777215371,0
353,48.96582622317509,0
354,49.02155960009747,0
355,49.21821603154834,0
356,47.23539567476503,0
357,49.28303899393927,0
358,49.28051627898808,0
359,50.93053744751527,0
360,51.047685723661004,0
361,50.0056563336294,0
362,51.39777256117146,0
363,50.50994747570189,0
364,49.97647683259617,0
365,50.24139225244733,0
366,49.7140197596279,0
367,49.40772572894983,0
368,49.59839969465905,0
369,48.30798300279499,0
370,50.420662557974445,0
371,48.51031458360563,0
372,51.262446896110454,0
373,49.62581212975858,0
374,50.074242472475134,0
375,50.74075516442144,0
376,50.96497169759439,0
377,47.64406488704982,0
378,49.689644485754044,0
379,51.32026836812118,0
380,47.45284127085162,0
381,50.580920713092596,0
382,46.61665365589671,0
383,48.4662397345466,0
384,50.057945827760285,0
385,47.51492734651707,0
386,48.52173389347377,0
387,47.79224748880462,0
388,52.47220239831134,0
389,50.246341633231,0
390,50.850935416779,0
391,49.665987349227265,0
392,49.4698523768642,0
393,47.575288717023454,0
394,49.56224395587821,0
395,48.857761682282565,0
396,51.286885886438505,0
397,51.71165279998636,0
398,52.199868073361266,0
399,51.27882790919185,0
400,49.10201909461552,0
401,48.32615452105941,0
402,51.14999477246763,0
403,50.534439226208434,0
404,47.34719232398445,0
405,50.533222689115654,0
406,51.2217797337318,0
407,50.08838838377245,0
408,49.72241949348599,0
409,48.788527268575464,0
410,47.83019795065492,0
411,51.20044692401004,0
412,49.53632833284244,0
413,49.64980000768446,0
414,52.5990817803787,0
415,51.02675166028879,0
416,50.55623750192165,0
417,50.21309270778085,0
418,52.27999229114866,0
419,52.57938396112429,0
420,51.39425766721929,0
421,50.87333688709688,0
422,46.85809539319078,0
423,50.18558287135026,0
424,49.80483956870945,0
425,50.14092984407835,0
426,51.41456913098378,0
427,45.89048424921567,0
428,49.14603191979472,0
429,50.404856532411145,0
430,49.29973168092086,0
431,47.87464083031061,0
432,51.30344523034519,0
433,50.41530785876919,0
434,48.54334314433327,0
435,50.472225806773736,0
436,51.232378568074694,0
437,50.00793896944904,0
438,51.200847205146495,0
439,50.11739026274249,0
440,49.40715652601847,0
441,48.26086922540013,0
442,49.87110384954258,0
443,50.29143940706866,0
444,51.313749142381,0
445,49.82733879726916,0
446,50.686123409331486,0
447,48.55308197939941,0
448,48.82605626625871,0
449,49.83441605145967,0
450,48.41805730402248,0
451,51.23037175598702,0
452,50.69469549397791,0
453,50.41864364658868,0
454,50.508356187823914,0
455,53.031565342227196,0
456,49.296703718049805,0
457,46.69783807174916,0
458,50.298950295344696,0
459,49.9240946885575,0
460,49.22372143623439,0
461,48.53175521096185,0
462,49.34121571729678,0
463,50.27200764382673,0
464,49.24577494903619,0
465,53.618680519315625,0
466,48.55924342755028,0
467,48.81032395593849,0
468,46.56706993997821,0
469,50.377226622532305,0
470,46.97539005830036,0
471,49.19081804993825,0
472,49.586494198159166,0
473,48.935408051229665,0
474,52.608309016181764,0
475,51.49159158697325,0
476,51.97870531445236,0
477,48.67637177217512,0
478,51.69289109677185,0
479,50.744001419515946,0
480,51.157108923015265,0
481,51.54415824317415,0
482,48.636855131061424,0
483,49.36352356853315,0
484,51.293894016992674,0
485,46.0165713605376,0
486,52.26999212385981,0
487,50.829698096311375,0
488,49.93144405900965,0
489,50.33076148363576,0
490,48.455097075036534,0
491,49.475084953116344,0
492,51.65042650733056,0
493,51.94703295848933,0
494,54.04433607884537,0
495,49.88911300057938,0
496,49.01217054979249,0
497,49.22864905109002,0
498,48.47293718706895,0
499,49.88321786608872,0
500,50.5740986450184,0
501,49.948636579202066,0
502,51.644520268498695,0
503,49.648676297983194,0
504,49.47882402125215,0
505,49.12809728470951,0
506,47.551048210648254,0
507,47.64834841353732,0
508,48.23126310404347,0
509,51.95214210749714,0
510,51.34289040933489,0
511,52.062446099589486,0
512,48.00168251810825,0
513,47.04706296532097,0
514,49.009915519798874,0
515,50.263728429944045,0
516,50.74803541236474,0
517,51.57195823395208,0
518,50.42641950621082,0
519,52.614003170983445,0
520,49.66609147857752,0
521,48.630381172937305,0
522,47.47817267675835,0
523,48.66654296285682,0
524,50.36317694147768,0
525,48.666919613969554,0
526,51.40511369530289,0
527,52.11849155905617,0
528,46.445619642160096,0
529,51.29607845074647,0
530,46.6405939120074,0
531,50.60224858263543,0
532,51.83730584629049,0
533,50.09728415951536,0
534,48.080466240193644,0
535,49.12185319358334,0
536,49.60753183143365,0
537,49.72663282431508,0
538,49.69565473885,0
539,49.83517583103603,0
540,50.320220073365256,0
541,48.18713951940017,0
542,49.63697025519467,0
543,52.27739175553356,0
544,49.42303186528623,0
545,49.3342458602672,0
546,51.61729595557136,0
547,46.16122300048386,0
548,51.77206790193243,0
549,49.05214436299225,0
550,50.24589285867888,0
551,50.14448203388179,0
552,51.41370217883059,0
553,49.59860788064698,0
554,48.98296132765333,0
555,51.94676868597665,0
556,46.45373927428823,0
557,50.03050127255786,0
558,47.97811186605632,0
559,48.85763991761516,0
560,53.01688502219471,0
561,49.933106860316215,0
562,50.29260454572707,0
563,47.32765571644161,0
564,48.906433011807955,0
565,50.294836101093175,0
566,50.53213653966983,0
567,50.92532983158992,0
568,50.012941848376364,0
569,50.79050631268199,0
570,50.68067286895353,0
571,47.2553893834932,0
572,50.05550858286522,0
573,51.15185361159906,0
574,50.88481973110178,0
575,49.45421178504382,0
576,48.79156023869095,0
577,48.32253211351755,0
578,49.80341898268788,0
579,51.69961981933958,0
580,47.072293847777594,0
581,49.01016240540575,0
582,48.29029631685984,0
583,51.17743628186075,0
584,49.16853556014305,0
585,49.294043512767814,0
586,49.674575645095025,0
587,50.668089876342194,0
588,49.411416502775545,0
589,45.43078541780011,0
590,50.81496783708128,0
591,50.658564436508065,0
592,49.67068845750318,0
593,48.3739450689921,0
594,50.527670166022034,0
595,50.56885330030338,0
596,49.29495067594869,0
597,49.67490279413669,0
598,48.60476524621352,0
599,49.732116361869004,0
600,47.67435598237478,0
601,50.625978231547755,0
602,48.58344726376356,0
603,50.357154721748465,0
604,47.89105562559815,0
605,49.11491353119569,0
606,49.834265892401106,0
607,47.5089502821961,0
608,50.17272180971014,0
609,49.43127865568012,0
610,47.386465703286156,0
611,48.04513586883153,0
612,50.90768012612325,0
613,51.34333397832699,0
614,49.80213704033005,0
615,50.60714271806074,0
616,50.33576534496937,0
617,50.49443447319161,0
618,51.92897601062044,0
619,47.73950240267859,0
620,51.014691098542436,0
621,49.42698656663327,0
622,49.66361159862254,0
623,49.546625404317396,0
624,49.43727932500808,0
625,48.16070571232547,0
626,50.275008798886404,0
627,52.50641454918328,0
628,49.91580046932686,0
629,49.99792243589736,0
630,48.969051444265006,0
631,49.82378818037283,0
632,50.69924963905105,0
633,49.44463633894348,0
634,49.319293938422,0
635,50.60489681024487,0
636,48.62299284527143,0
637,50.378744940615306,0
638,51.230482695892135,0
639,52.03992281251923,0
640,49.86442698908458,0
641,52.05139585971007,0
642,51.551614829722276,0
643,48.5056810394434,0
644,48.17309223261027,0
645,49.54255454321837,0
646,51.54340323889228,0
647,49.89156948865999,0
648,49.09901366351332,0
649,52.32836477007284,0
650,50.430356732005016,0
651,46.51910858631389,0
652,50.475740939439035,0
653,50.780060921856304,0
654,50.338412981706654,0
655,50.67456815034799,0
656,49.899086586615525,0
657,48.0224061955329,0
658,49.44394399516932,0
659,48.58157630666556,0
660,48.60088863380843,0
661,48.10539747634659,0
662,50.67873363895947,0
663,50.14684421811894,0
664,49.32775195597894,0
665,49.02599310840442,0
666,49.964865342467824,0
667,51.61879209216873,0
668,46.99367642675163,0
669,50.56531478127634,0
670,49.18143203897333,0
671,47.17312123253083,0
672,47.08144537525406,0
673,48.63082475879706,0
674,50.329264333689565,0
675,50.589594400970135,0
676,48.59152764098332,0
677,51.52553148711986,0
678,52.13447524477416,0
679,50.59412987743484,0
680,49.11289599828783,0
681,51.68662877676555,0
682,51.13309354349501,0
683,51.30111111703238,0
684,49.0153044875427,0
685,45.74816824208795,0
686,53.17518653222551,0
687,47.5836823948251,0
688,49.946347892209666,0
689,53.57111802682962,0
690,50.49586513441156,0
691,51.42386971033736,0
692,47.74640514592743,0
693,47.33349956789944,0
694,49.20094581203067,0
695,51.63612460165175,0
696,49.480625828529035,0
697,48.80804551839275,0
698,50.296950934917454,0
699,51.6229028277159,0
700,47.83258970138994,0
701,48.18418550881497,0
702,48.81699611823595,0
703,51.641957562068136,0
704,50.3522322889231,0
705,53.198230115855665,0
706,51.404668588746674,0
707,49.947357234695495,0
708,51.89761675713315,0
709,50.31724551909782,0
710,48.94261797123883,0
711,51.019962266367656,0
712,48.955510019208376,0
713,49.5644043487942,0
714,51.991674043936975,0
715,49.8480777706739,0
716,48.795287918987555,0
717,49.30349346284676,0
718,51.532685878383006,0
719,49.171188989874906,0
720,49.41969372972403,0
721,49.23456089054956,0
722,50.275888241510465,0
723,49.421765359436584,0
724,47.59724592654119,0
725,48.66922858723244,0
726,48.60081643774034,0
727,51.86497907668273,0
728,51.21901106316356,0
729,50.88088906909974,0
730,49.241962524103386,0
731,48.776312687009046,0
732,49.23872359751397,0
733,48.42217984617249,0
734,53.74580058738051,0
735,46.6320175274429,0
736,50.846012802610716,0
737,48.07317155301121,0
738,49.84348476275796,0
739,48.5179970862594,0
740,48.233556556276056,0
741,48.28970554859756,0
742,52.632479230613086,0
743,49.800517366535615,0
744,48.85144670828287,0
745,50.83368044612431,0
746,50.01552397184945,0
747,51.08005063901248,0
748,47.263615016093254,0
749,50.455405856693005,0
750,75.26819959863447,1
751,71.61675990630904,1
752,74.78145026961586,1
753,76.65342970222314,1
754,74.08687078794884,1
755,51.23210890553722,0
756,51.005855675466364,0
757,48.93874145373413,0
758,50.05965010187974,0
759,47.649507933707596,0
760,49.323045444346214,0
761,50.398531962449354,0
762,51.0846507406067,0
763,50.03691818787187,0
764,51.07997559521475,0
765,48.345640680566945,0
766,49.847454088167694,0
767,50.02891907676962,0
768,52.774386870019455,0
769,49.678750015699876,0
770,49.251475043008725,0
771,50.03202683576532,0
772,48.62132983269508,0
773,50.289130773597826,0
774,49.452417175180614,0
775,47.31300867793823,0
776,49.91212017329921,0
777,49.523685359104704,0
778,47.55136504689803,0
779,49.89929876807822,0
780,52.23403394311172,0
781,50.78195562241357,0
782,50.91789078909674,0
783,47.98775491162544,0
784,50.71534755338333,0
785,50.22267437207012,0
786,50.79356785750165,0
787,50.63394293256324,0
788,47.96032891174428,0
789,49.93789878266305,0
790,48.86319370936225,0
791,49.92487385857277,0
792,48.65389860964726,0
793,51.9687055507115,0
794,48.711541417333486,0
795,48.651586765301694,0
796,50.11187960981533,0
797,48.38435139589401,0
798,49.3630050463507,0
799,48.75505310369306,0
800,52.11675809583442,0
801,51.178705740246755,0
802,49.913795722301906,0
803,49.41317442173897,0
804,51.41137642186267,0
805,50.607806120484334,0
806,50.747078607024285,0
807,49.96071164398362,0
808,47.46765495834285,0
809,49.83130102616067,0
810,49.201265121186395,0
811,50.96758291018982,0
812,51.517763649491286,0
813,49.01307343285825,0
814,50.702577851415576,0
815,52.60381849652857,0
816,48.99843091914416,0
817,52.522882610109704,0
818,48.72112122924403,0
819,50.03443963341193,0
820,49.98328158223724,0
821,50.017248349805094,0
822,48.74348293713808,0
823,49.11322534435335,0
824,48.998419570460904,0
825,50.490443893106686,0
826,50.495052671765464,0
827,53.338916497607386,0
828,52.05648350943668,0
829,49.235235136792284,0
830,50.487304423694276,0
831,51.49567697118764,0
832,50.04590273650778,0
833,49.8955376323296,0
834,50.077362414154834,0
835,51.30091494321264,0
836,48.72751921579215,0
837,49.511495796769736,0
838,50.70564971726972,0
839,50.467170607331234,0
840,50.359374139784585,0
841,49.4452982505443,0
842,51.4588036837138,0
843,53.200802370806805,0
844,50.60962324051431,0
845,49.71023494767524,0
846,51.133610433341815,0
847,49.191301044870514,0
848,48.87546448294565,0
849,50.049213121420564,0
850,46.12580505054508,0
851,48.269074454521984,0
852,49.47805721611873,0
853,47.96991671277843,0
854,48.451035347161806,0
855,49.34487749381299,0
856,47.53555205970409,0
857,49.39089230561025,0
858,49.19709475320073,0
859,50.03810781257752,0
860,51.731276045741026,0
861,50.2587566247393,0
862,50.0315930320131,0
863,50.14918168554607,0
864,50.34108916268169,0
865,48.474892027085346,0
866,49.8278370128438,0
867,50.46312686275492,0
868,47.94386002618541,0
869,51.29847938422378,0
870,51.62206405168728,0
871,49.05293601732592,0
872,49.63799331282034,0
873,48.68271448578489,0
874,51.049070725381725,0
875,48.408166568831135,0
876,49.66628448463562,0
877,48.711620138288495,0
878,50.076431415516936,0
879,47.30865609276542,0
880,51.98969246354854,0
881,48.5530903636906,0
882,50.08984202467441,0
883,49.68121543284454,0
884,48.85682823211625,0
885,48.6683297950461,0
886,51.40459781532869,0
887,49.21153911034709,0
888,50.40675527695597,0
889,48.797754671908436,0
890,49.02922785222836,0
891,50.70837072513177,0
892,51.39561274416668,0
893,49.73702539650947,0
894,47.867120192539346,0
895,52.99693411962501,0
896,48.71517603764869,0
897,47.68761890049232,0
898,53.891636881652225,0
899,49.393951559223595,0
900,47.80740096760789,0
901,48.97484034981698,0
902,50.55131734403341,0
903,50.28546733639091,0
904,48.722406204119615,0
905,52.73408540019194,0
906,49.21763048300994,0
907,48.22297011438267,0
908,51.44104009769099,0
909,51.99359426980952,0
910,48.77376035357566,0
911,47.89797906044103,0
912,51.54565740112341,0
913,46.92901458041306,0
914,48.16006751090508,0
915,51.451169225075354,0
916,49.91697117796642,0
917,49.60409397711097,0
918,50.529224909741565,0
919,49.770838364681886,0
920,48.05196991675537,0
921,51.91411301900928,0
922,51.98752107933022,0
923,50.30799884566694,0
924,50.06770102314802,0
925,53.50943720903009,0
926,49.58535073247624,0
927,49.61063452724894,0
928,50.54672187386076,0
929,52.20698293421351,0
930,52.38915613162622,0
931,49.612141052484844,0
932,50.46249686893902,0
933,47.93287479940388,0
934,49.53203583812568,0
935,48.73956440678104,0
936,48.489752371551525,0
937,52.522365074400994,0
938,48.81157000729078,0
939,49.202591137982814,0
940,50.54877318187529,0
941,51.94673790046038,0
942,50.72167268958325,0
943,54.139032671032375,0
944,49.88799803262327,0
945,50.38807466034462,0
946,50.41340101097609,0
947,52.15257408018373,0
948,50.76085842666442,0
949,49.82565544941928,0
950,48.57876710763968,0
951,50.36666518394245,0
952,52.10201724693794,0
953,49.38442730951319,0
954,50.79341542762487,0
955,50.36922168302726,0
956,51.295279487571975,0
957,48.7928693890432,0
958,53.519970545789846,0
959,48.08125833945761,0
960,49.451673365020945,0
961,51.407138811358465,0
962,50.44509975874117,0
963,51.24497923862165,0
964,49.255846499026156,0
965,49.887792525979485,0
966,50.01834797545823,0
967,52.353889421803856,0
968,51.035643536574575,0
969,51.195008162547005,0
970,49.013110861194804,0
971,51.453323957844574,0
972,50.338372495353205,0
973,52.08371797351689,0
974,53.0210902323777,0
975,49.53985133595949,0
976,49.390545304332406,0
977,48.703932513346444,0
978,49.78463073242552,0
979,49.42696182657443,0
980,50.53925659935651,0
981,49.783149774599394,0
982,49.45760107882757,0
983,51.596877704191776,0
984,48.59317965327282,0
985,50.64966192972702,0
986,49.39108740921728,0
987,51.08655275730494,0
988,52.07789232008334,0
989,49.54535261986389,0
990,50.661549360909724,0
991,50.26818929859977,0
992,48.80086640068536,0
993,50.36118126461291,0
994,50.43368075791822,0
995,50.61930623066926,0
996,49.70240165476993,0
997,50.14128845046522,0
998,48.278583582735294,0
999,49.462828886780215,0
1000,50.8339440195647,1
1001,51.49022598251244,1
1002,49.6695580668424,1
1003,50.611616498695376,1
1004,50.94814059374671,1
1005,51.05979567763241,1
1006,51.72025128704149,1
1007,48.33348961503071,1
1008,51.13813510689985,1
1009,51.722186765506514,1
1010,50.01465599172096,1
1011,54.17764522718273,1
1012,52.06052071903907,1
1013,54.31480408724036,1
1014,50.9354275884625,1
1015,50.91177709043928,1
1016,52.760620755690944,1
1017,50.05772503151459,1
1018,53.04972111321187,1
1019,53.02461672679226,1
1020,54.553800952616186,1
1021,54.23338019356583,1
1022,52.70711730850579,1
1023,51.83860350269312,1
1024,56.20482146837858,1
1025,52.599706257031066,1
1026,52.37110710378974,1
1027,52.46362500171693,1
1028,55.91838221572924,1
1029,53.61558908730211,1
1030,53.41489784618364,1
1031,54.903504435824715,1
1032,54.538067782648916,1
1033,53.98285680882063,1
1034,56.28250235198287,1
1035,56.901003541177296,1
1036,56.932521717955254,1
1037,56.756440110552404,1
1038,56.36151405427081,1
1039,53.24525890914816,1
1040,58.56448227017152,1
1041,56.66510502765754,1
1042,57.27587100503733,1
1043,58.18759499957262,1
1044,58.81669542098965,1
1045,57.44577883514561,1
1046,57.62301620864045,1
1047,56.22237570502254,1
1048,57.322361899435414,1
1049,56.14300053302089,1
1050,56.495846777544735,1
1051,56.38691112380144,1
1052,57.64475204229194,1
1053,59.60394281218305,1
1054,62.93828034175345,1
1055,58.61758278965521,1
1056,56.462228853214306,1
1057,60.533838631148015,1
1058,58.33670297316475,1
1059,57.94848104842845,1
1060,59.40568330779367,1
1061,57.3814873430899,1
1062,59.7276341399523,1
1063,59.41289126065581,1
1064,59.84453655719291,1
1065,60.42060922979861,1
1066,60.10123838586121,1
1067,60.176022277684496,1
1068,60.72950208152722,1
1069,61.07764639380214,1
1070,59.05883691558772,1
1071,58.61258886954759,1
1072,60.816633830832586,1
1073,58.9115028257049,1
1074,61.34341841850372,1
1075,62.77175667715983,1
1076,62.42581902302558,1
1077,60.094411056428456,1
1078,60.52778814024554,1
1079,62.4621489121981,1
1080,61.51926541351186,1
1081,61.797744330149115,1
1082,63.319602146114356,1
1083,61.0948275355711,1
1084,62.12542066240595,1
1085,61.67866416466097,1
1086,61.46560878325,1
1087,61.896200898811436,1
1088,64.34952658735295,1
1089,63.562579069072115,1
1090,62.31762269311102,1
1091,63.4412263764893,1
1092,61.48118297871067,1
1093,62.99093987953359,1
1094,67.46678604472518,1
1095,64.25857361944077,1
1096,65.64294293600014,1
1097,64.59873713425297,1
1098,65.37073870134756,1
1099,65.99488713451876,1
1100,48.34307510371029,0
1101,49.95359561408906,0
1102,52.368297791624734,0
1103,48.806749174920064,0
1104,49.15034021940167,0
1105,49.538463083949495,0
1106,50.40353610976437,0
1107,50.78737679546882,0
1108,51.90111748222799,0
1109,50.74924735020299,0
1110,49.9069203113025,0
1111,51.888750694416224,0
1112,51.05616653321238,0
1113,47.75648072561447,0
1114,53.789552360533996,0
1115,52.6548820822951,0
1116,49.74767866584939,0
1117,50.56686515260771,0
1118,51.98653812499376,0
1119,49.741698810954674,0
1120,51.09552768556553,0
1121,51.65686771035722,0
1122,48.477761138398336,0
1123,49.096502219625705,0
1124,51.38211259671587,0
1125,50.691221715723245,0
1126,51.38569484047092,0
1127,49.80114797801942,0
1128,49.56649218356865,0
1129,47.00204078662494,0
1130,48.28099936023884,0
1131,50.07059914198774,0
1132,51.236835829346354,0
1133,50.79676754980354,0
1134,49.80763703895845,0
1135,49.59234265026395,0
1136,50.32576944895742,0
1137,50.11731677163823,0
1138,52.10681827240957,0
1139,50.219661155717375,0
1140,47.778131056704055,0
1141,48.091162797451524,0
1142,52.27813900544537,0
1143,48.24325930782488,0
1144,51.1467461795503,0
1145,49.597440897185926,0
1146,49.74536255914627,0
1147,49.79880082584737,0
1148,51.8320774391888,0
1149,49.71073725718405,0
1150,49.95002107573227,0
1151,47.70379475390076,0
